salario,comunidad,anio,ipc_valor,poder_adquisitivo
18702.22,"Rioja, La",2009,87.915891025641,212.72854977429995
18364.2,"Rioja, La",2008,87.55081410256412,209.7547600012798
30372.49,Total Nacional,2023,109.01933333333334,278.5972824392004
29381.84,Total Nacional,2022,105.7216730769231,277.9169033640034
28388.69,Total Nacional,2021,99.99996794871795,283.88699098942016
27642.52,Total Nacional,2020,98.1816346153846,281.5447115775413
26934.38,Total Nacional,2019,98.30401923076923,273.990628366592
26738.19,Total Nacional,2018,97.61655769230768,273.9103962698636
26391.84,Total Nacional,2017,96.29589743589743,274.0702428944972
25924.43,Total Nacional,2016,94.88607051282052,273.216393722377
25992.76,Total Nacional,2015,94.81678205128203,274.13670278265414
25727.24,Total Nacional,2014,95.05655128205129,270.6519398506503
25675.17,Total Nacional,2013,95.36280128205128,269.236742784657
25682.05,Total Nacional,2012,93.60912179487178,274.3541388656308
25667.89,Total Nacional,2011,91.63215384615384,280.118811166386
25479.74,Total Nacional,2010,89.34158974358975,285.19461174943075
25001.05,Total Nacional,2009,87.915891025641,284.3746415845157
24203.33,Total Nacional,2008,87.55081410256412,276.44894280076323
27085.5,Andalucía,2023,109.01933333333334,248.44675867888876
26189.5,Andalucía,2022,105.7216730769231,247.72120264256998
25464.78,Andalucía,2021,99.99996794871795,254.64788161791074
24785.82,Andalucía,2020,98.1816346153846,252.4486386593138
24527.67,Andalucía,2019,98.30401923076923,249.50831300621755
24712.69,Andalucía,2018,97.61655769230768,253.16084262974778
24175.52,Andalucía,2017,96.29589743589743,251.05451679385655
24026.82,Andalucía,2016,94.88607051282052,253.21756787002386
24200.2,Andalucía,2015,94.81678205128203,255.2311887879851
23541.32,Andalucía,2014,95.05655128205129,247.6559446192017
23565.36,Andalucía,2013,95.36280128205128,247.1127072945513
23592.08,Andalucía,2012,93.60912179487178,252.02757538627452
23815.22,Andalucía,2011,91.63215384615384,259.90025335413003
23463.96,Andalucía,2010,89.34158974358975,262.6319955503538
22908.86,Andalucía,2009,87.915891025641,260.5770098299811
22108.57,Andalucía,2008,87.55081410256412,252.5227232507539
29589.45,Aragón,2023,109.01933333333334,271.4147032024901
28789.96,Aragón,2022,105.7216730769231,272.31842972303724
27389.18,Aragón,2021,99.99996794871795,273.89188778586146
26505.7,Aragón,2020,98.1816346153846,269.9659677070266
26404.73,Aragón,2019,98.30401923076923,268.6027510026294
26640.59,Aragón,2018,97.61655769230768,272.9105658895746
25878.46,Aragón,2017,96.29589743589743,268.73896696613537
25326.91,Aragón,2016,94.88607051282052,266.91915750244874
25555.56,Aragón,2015,94.81678205128203,269.52570470255125
25118.61,Aragón,2014,95.05655128205129,264.24911972104053
25128.91,Aragón,2013,95.36280128205128,263.5085134053171
25766.27,Aragón,2012,93.60912179487178,275.2538375102197
25258.68,Aragón,2011,91.63215384615384,275.65302068974785
25263.29,Aragón,2010,89.34158974358975,282.7718879024384
24787.81,Aragón,2009,87.915891025641,281.9491415126594
24272.36,Aragón,2008,87.55081410256412,277.2373992041398
31033.72,"Asturias, Principado de",2023,109.01933333333334,284.662536920057
29573.74,"Asturias, Principado de",2022,105.7216730769231,279.7320467912208
28399.51,"Asturias, Principado de",2021,99.99996794871795,283.99519102409965
27948.09,"Asturias, Principado de",2020,98.1816346153846,284.6570044335019
28481.75,"Asturias, Principado de",2019,98.30401923076923,289.7312869084115
27912.91,"Asturias, Principado de",2018,97.61655769230768,285.94442028966955
27849.0,"Asturias, Principado de",2017,96.29589743589743,289.2023517257172
27010.87,"Asturias, Principado de",2016,94.88607051282052,284.66633568043505
26514.68,"Asturias, Principado de",2015,94.81678205128203,279.64121357397926
25322.01,"Asturias, Principado de",2014,95.05655128205129,266.3888985922145
25500.04,"Asturias, Principado de",2013,95.36280128205128,267.40028247051396
25048.82,"Asturias, Principado de",2012,93.60912179487178,267.5895203342486
25346.39,"Asturias, Principado de",2011,91.63215384615384,276.610217441308
25170.79,"Asturias, Principado de",2010,89.34158974358975,281.73653583107415
25175.71,"Asturias, Principado de",2009,87.915891025641,286.3613131402764
24306.27,"Asturias, Principado de",2008,87.55081410256412,277.6247171331344
28754.2,"Balears, Illes",2023,109.01933333333334,263.75321808364265
28155.99,"Balears, Illes",2022,105.7216730769231,266.3218352542879
25898.51,"Balears, Illes",2021,99.99996794871795,258.98518300807143
25699.53,"Balears, Illes",2020,98.1816346153846,261.7549616145116
24914.51,"Balears, Illes",2019,98.30401923076923,253.44345221036232
24437.58,"Balears, Illes",2018,97.61655769230768,250.34257074530828
23538.43,"Balears, Illes",2017,96.29589743589743,244.43855477507896
23286.85,"Balears, Illes",2016,94.88607051282052,245.4190575512725
23411.35,"Balears, Illes",2015,94.81678205128203,246.91145906362735
23770.56,"Balears, Illes",2014,95.05655128205129,250.06756167145306
22584.78,"Balears, Illes",2013,95.36280128205128,236.83008150318247
22859.04,"Balears, Illes",2012,93.60912179487178,244.19671461176227
23188.8,"Balears, Illes",2011,91.63215384615384,253.06400675611013
23213.04,"Balears, Illes",2010,89.34158974358975,259.82344915309204
23285.93,"Balears, Illes",2009,87.915891025641,264.8659955366723
22253.73,"Balears, Illes",2008,87.55081410256412,254.18073181969703
24604.44,Canarias,2023,109.01933333333334,225.68877691418646
23588.7,Canarias,2022,105.7216730769231,223.12075957062146
23619.76,Canarias,2021,99.99996794871795,236.19767570438322
22697.51,Canarias,2020,98.1816346153846,231.17877481786604
22082.69,Canarias,2019,98.30401923076923,224.6366951503861
22333.63,Canarias,2018,97.61655769230768,228.78936246038023
21291.66,Canarias,2017,96.29589743589743,221.1066158262194
21149.44,Canarias,2016,94.88607051282052,222.89299035881555
21336.72,Canarias,2015,94.81678205128203,225.03104976142254
20641.49,Canarias,2014,95.05655128205129,217.14957803121516
20678.43,Canarias,2013,95.36280128205128,216.83958233190023
21089.85,Canarias,2012,93.60912179487178,225.29695392522495
21090.86,Canarias,2011,91.63215384615384,230.16876843701155
20986.94,Canarias,2010,89.34158974358975,234.906722168617
20109.24,Canarias,2009,87.915891025641,228.7327099276633
19516.93,Canarias,2008,87.55081410256412,222.92117098004692
29145.64,Cantabria,2023,109.01933333333334,267.3437738872004
27820.83,Cantabria,2022,105.7216730769231,263.15162435764296
27233.75,Cantabria,2021,99.99996794871795,272.3375872876882
25804.13,Cantabria,2020,98.1816346153846,262.82033397676406
25795.43,Cantabria,2019,98.30401923076923,262.404632097952
25349.01,Cantabria,2018,97.61655769230768,259.6794088959924
25249.94,Cantabria,2017,96.29589743589743,262.2120014698286
25210.05,Cantabria,2016,94.88607051282052,265.68757525472347
25259.83,Cantabria,2015,94.81678205128203,266.4067420716527
24685.21,Cantabria,2014,95.05655128205129,259.68972855699525
23224.6,Cantabria,2013,95.36280128205128,243.5394062230764
23309.9,Cantabria,2012,93.60912179487178,249.0131255699591
23793.64,Cantabria,2011,91.63215384615384,259.66474650315894
23924.51,Cantabria,2010,89.34158974358975,267.78692956621114
22933.0,Cantabria,2009,87.915891025641,260.85159045150897
22539.72,Cantabria,2008,87.55081410256412,257.4472919645858
27360.49,Castilla y León,2023,109.01933333333334,250.969155318017
26548.08,Castilla y León,2022,105.7216730769231,251.112938599483
26263.49,Castilla y León,2021,99.99996794871795,262.6349841778796
25549.98,Castilla y León,2020,98.1816346153846,260.23176432220896
24665.79,Castilla y León,2019,98.30401923076923,250.91334202823307
24714.04,Castilla y León,2018,97.61655769230768,253.1746722507866
24782.8,Castilla y León,2017,96.29589743589743,257.36091214578994
24445.65,Castilla y León,2016,94.88607051282052,257.631598272341
24135.64,Castilla y León,2015,94.81678205128203,254.55029666526906
22904.8,Castilla y León,2014,95.05655128205129,240.95972019894768
23379.0,Castilla y León,2013,95.36280128205128,245.15848617798815
23473.82,Castilla y León,2012,93.60912179487178,250.7642369665514
23482.58,Castilla y León,2011,91.63215384615384,256.27008658364804
23640.67,Castilla y León,2010,89.34158974358975,264.6099097614973
23116.47,Castilla y León,2009,87.915891025641,262.9384714221687
22117.28,Castilla y León,2008,87.55081410256412,252.6222083336658
26766.25,Castilla - La Mancha,2023,109.01933333333334,245.51837900311259
25813.23,Castilla - La Mancha,2022,105.7216730769231,244.16214054064667
24897.33,Castilla - La Mancha,2021,99.99996794871795,248.9733797991602
24029.31,Castilla - La Mancha,2020,98.1816346153846,244.74342980876307
23494.17,Castilla - La Mancha,2019,98.30401923076923,238.99500939882535
23960.1,Castilla - La Mancha,2018,97.61655769230768,245.45118744632896
23160.99,Castilla - La Mancha,2017,96.29589743589743,240.51896930934038
22871.41,Castilla - La Mancha,2016,94.88607051282052,241.04075420543137
22765.56,Castilla - La Mancha,2015,94.81678205128203,240.1005339717937
22719.35,Castilla - La Mancha,2014,95.05655128205129,239.0087762871521
23316.59,Castilla - La Mancha,2013,95.36280128205128,244.50403812108374
22810.39,Castilla - La Mancha,2012,93.60912179487178,243.6770003032934
22771.53,Castilla - La Mancha,2011,91.63215384615384,248.51025588935022
22292.84,Castilla - La Mancha,2010,89.34158974358975,249.52365481720688
21980.61,Castilla - La Mancha,2009,87.915891025641,250.01862284020157
21141.95,Castilla - La Mancha,2008,87.55081410256412,241.48204921581433
32721.58,Cataluña,2023,109.01933333333334,300.1447449687823
31878.42,Cataluña,2022,105.7216730769231,301.53155045896085
31212.67,Cataluña,2021,99.99996794871795,312.126800040641
30003.62,Cataluña,2020,98.1816346153846,305.59299728035467
28965.38,Cataluña,2019,98.30401923076923,294.6510247155166
28640.23,Cataluña,2018,97.61655769230768,293.3952054555688
28323.31,Cataluña,2017,96.29589743589743,294.12789905046947
27572.76,Cataluña,2016,94.88607051282052,290.5880689439501
27514.06,Cataluña,2015,94.81678205128203,290.18133082304894
27447.71,Cataluña,2014,95.05655128205129,288.7513762050687
27684.3,Cataluña,2013,95.36280128205128,290.3050206979459
27836.4,Cataluña,2012,93.60912179487178,297.368455832741
28025.61,Cataluña,2011,91.63215384615384,305.8490805209458
27601.02,Cataluña,2010,89.34158974358975,308.93808895963116
26901.3,Cataluña,2009,87.915891025641,305.98905028618924
26353.89,Cataluña,2008,87.55081410256412,301.01250650995564
27933.36,Comunitat Valenciana,2023,109.01933333333334,256.2239113551725
26683.85,Comunitat Valenciana,2022,105.7216730769231,252.39715966833808
25914.86,Comunitat Valenciana,2021,99.99996794871795,259.1486830604753
25239.04,Comunitat Valenciana,2020,98.1816346153846,257.0647769195438
24499.53,Comunitat Valenciana,2019,98.30401923076923,249.2220581794038
24537.07,Comunitat Valenciana,2018,97.61655769230768,251.36176259505157
23867.74,Comunitat Valenciana,2017,96.29589743589743,247.85832663212219
23672.18,Comunitat Valenciana,2016,94.88607051282052,249.48003297071446
23919.14,Comunitat Valenciana,2015,94.81678205128203,252.26694560318697
23479.71,Comunitat Valenciana,2014,95.05655128205129,247.00780412631562
23651.4,Comunitat Valenciana,2013,95.36280128205128,248.01494589118738
24289.23,Comunitat Valenciana,2012,93.60912179487178,259.47503335439524
24171.87,Comunitat Valenciana,2011,91.63215384615384,263.79244605101667
23331.71,Comunitat Valenciana,2010,89.34158974358975,261.1517219131871
22951.64,Comunitat Valenciana,2009,87.915891025641,261.0636112793996
22039.14,Comunitat Valenciana,2008,87.55081410256412,251.72969807204265
25179.79,Extremadura,2023,109.01933333333334,230.9662812100606
23170.92,Extremadura,2022,105.7216730769231,219.16906274403013
22794.52,Extremadura,2021,99.99996794871795,227.9452730593824
22071.78,Extremadura,2020,98.1816346153846,224.80558697625773
21823.73,Extremadura,2019,98.30401923076923,222.0024183219678
21794.57,Extremadura,2018,97.61655769230768,223.26714355875552
21585.18,Extremadura,2017,96.29589743589743,224.15472075919843
21554.75,Extremadura,2016,94.88607051282052,227.16453409341713
21813.81,Extremadura,2015,94.81678205128203,230.06275395638207
20829.72,Extremadura,2014,95.05655128205129,219.1297676915941
21780.9,Extremadura,2013,95.36280128205128,228.40037946850347
21585.3,Extremadura,2012,93.60912179487178,230.58970735032057
21318.32,Extremadura,2011,91.63215384615384,232.65108485600453
20787.03,Extremadura,2010,89.34158974358975,232.66913046497996
20207.93,Extremadura,2009,87.915891025641,229.85526011567444
19390.41,Extremadura,2008,87.55081410256412,221.4760673416983
27479.85,Galicia,2023,109.01933333333334,252.06400699570105
26626.89,Galicia,2022,105.7216730769231,251.85838650724222
25794.19,Galicia,2021,99.99996794871795,257.94198267371235
25276.16,Galicia,2020,98.1816346153846,257.44285170048846
24542.83,Galicia,2019,98.30401923076923,249.66252847084078
24826.91,Galicia,2018,97.61655769230768,254.3309310112704
24321.64,Galicia,2017,96.29589743589743,252.57192307897134
23774.21,Galicia,2016,94.88607051282052,250.55532252005048
23189.76,Galicia,2015,94.81678205128203,244.57442552160992
22505.05,Galicia,2014,95.05655128205129,236.75432883340292
22522.55,Galicia,2013,95.36280128205128,236.1775209747229
22059.69,Galicia,2012,93.60912179487178,235.65748270067095
22381.85,Galicia,2011,91.63215384615384,244.25760020416078
22626.21,Galicia,2010,89.34158974358975,253.2550636824036
21829.8,Galicia,2009,87.915891025641,248.30323329866786
21105.6,Galicia,2008,87.55081410256412,241.06686175727833
35052.21,"Madrid, Comunidad de",2023,109.01933333333334,321.52287973386984
34113.4,"Madrid, Comunidad de",2022,105.7216730769231,322.6717758730425
32213.88,"Madrid, Comunidad de",2021,99.99996794871795,322.1389032496485
31495.31,"Madrid, Comunidad de",2020,98.1816346153846,320.78616457527215
30530.89,"Madrid, Comunidad de",2019,98.30401923076923,310.57621284363324
29816.34,"Madrid, Comunidad de",2018,97.61655769230768,305.4434688629629
29910.43,"Madrid, Comunidad de",2017,96.29589743589743,310.6095980870927
29111.2,"Madrid, Comunidad de",2016,94.88607051282052,306.80161843214535
29314.09,"Madrid, Comunidad de",2015,94.81678205128203,309.165628339352
29734.23,"Madrid, Comunidad de",2014,95.05655128205129,312.8056888133123
29224.3,"Madrid, Comunidad de",2013,95.36280128205128,306.4538751705111
29116.2,"Madrid, Comunidad de",2012,93.60912179487178,311.0402003749498
28896.67,"Madrid, Comunidad de",2011,91.63215384615384,315.355132309955
29016.28,"Madrid, Comunidad de",2010,89.34158974358975,324.7790875814577
29333.06,"Madrid, Comunidad de",2009,87.915891025641,333.6491236998884
28228.42,"Madrid, Comunidad de",2008,87.55081410256412,322.42327258009203
27799.19,"Murcia, Región de",2023,109.01933333333334,254.99321221312425
26240.66,"Murcia, Región de",2022,105.7216730769231,248.20511477251495
25674.66,"Murcia, Región de",2021,99.99996794871795,256.7466822906033
25227.26,"Murcia, Región de",2020,98.1816346153846,256.9447952137375
24289.41,"Murcia, Región de",2019,98.30401923076923,247.08460742566868
23670.24,"Murcia, Región de",2018,97.61655769230768,242.48181414683555
24009.22,"Murcia, Región de",2017,96.29589743589743,249.32754810227027
23947.99,"Murcia, Región de",2016,94.88607051282052,252.3867820700223
23773.09,"Murcia, Región de",2015,94.81678205128203,250.72660646869696
23419.03,"Murcia, Región de",2014,95.05655128205129,246.3694472831355
23428.23,"Murcia, Región de",2013,95.36280128205128,245.67472520765335
23487.03,"Murcia, Región de",2012,93.60912179487178,250.9053556924481
23460.47,"Murcia, Región de",2011,91.63215384615384,256.02879573680053
23482.48,"Murcia, Región de",2010,89.34158974358975,262.839289824534
22628.62,"Murcia, Región de",2009,87.915891025641,257.3894177265436
21174.93,"Murcia, Región de",2008,87.55081410256412,241.85874474215592
34623.18,"Navarra, Comunidad Foral de",2023,109.01933333333334,317.5875227023953
31959.85,"Navarra, Comunidad Foral de",2022,105.7216730769231,302.30178041872273
31643.22,"Navarra, Comunidad Foral de",2021,99.99996794871795,316.4323014206094
31317.91,"Navarra, Comunidad Foral de",2020,98.1816346153846,318.9793093452187
30564.9,"Navarra, Comunidad Foral de",2019,98.30401923076923,310.92218038663026
29546.12,"Navarra, Comunidad Foral de",2018,97.61655769230768,302.6752909391751
29699.1,"Navarra, Comunidad Foral de",2017,96.29589743589743,308.41500822784474
29098.99,"Navarra, Comunidad Foral de",2016,94.88607051282052,306.6729377951034
28727.37,"Navarra, Comunidad Foral de",2015,94.81678205128203,302.97769422782864
28659.74,"Navarra, Comunidad Foral de",2014,95.05655128205129,301.50199658475907
27848.15,"Navarra, Comunidad Foral de",2013,95.36280128205128,292.02319589621203
27632.8,"Navarra, Comunidad Foral de",2012,93.60912179487178,295.19345412247867
27834.48,"Navarra, Comunidad Foral de",2011,91.63215384615384,303.7632406494865
26982.49,"Navarra, Comunidad Foral de",2010,89.34158974358975,302.0148855358374
26755.77,"Navarra, Comunidad Foral de",2009,87.915891025641,304.33371814654737
26635.75,"Navarra, Comunidad Foral de",2008,87.55081410256412,304.2318940495142
35600.45,País Vasco,2023,109.01933333333334,326.55171254028335
35095.67,País Vasco,2022,105.7216730769231,331.96286985038904
33706.34,País Vasco,2021,99.99996794871795,337.0635080331756
33040.1,País Vasco,2020,98.1816346153846,336.5201662146983
32529.17,País Vasco,2019,98.30401923076923,330.9037642055875
31970.3,País Vasco,2018,97.61655769230768,327.5089877761517
31618.97,País Vasco,2017,96.29589743589743,328.3522023464003
31001.21,País Vasco,2016,94.88607051282052,326.72034822868204
31088.99,País Vasco,2015,94.81678205128203,327.8848883859547
31271.0,País Vasco,2014,95.05655128205129,328.9725913494679
30312.55,País Vasco,2013,95.36280128205128,317.86555755997153
30084.89,País Vasco,2012,93.60912179487178,321.38844402285747
29492.66,País Vasco,2011,91.63215384615384,321.85929023906624
29708.66,País Vasco,2010,89.34158974358975,332.528893713038
28889.92,País Vasco,2009,87.915891025641,328.6086242539946
28264.0,País Vasco,2008,87.55081410256412,322.8296651461089
28482.01,"Rioja, La",2023,109.01933333333334,261.2565049624225
27741.6,"Rioja, La",2022,105.7216730769231,262.40220375452446
26488.06,"Rioja, La",2021,99.99996794871795,264.88068489765544
25664.88,"Rioja, La",2020,98.1816346153846,261.40204428801025
25342.99,"Rioja, La",2019,98.30401923076923,257.8021753160183
25593.27,"Rioja, La",2018,97.61655769230768,262.1816483292853
24820.49,"Rioja, La",2017,96.29589743589743,257.7523099208104
24653.37,"Rioja, La",2016,94.88607051282052,259.8207499452616
24532.64,"Rioja, La",2015,94.81678205128203,258.73731916710085
24814.25,"Rioja, La",2014,95.05655128205129,261.04723625383053
23641.12,"Rioja, La",2013,95.36280128205128,247.9071470444484
23097.08,"Rioja, La",2012,93.60912179487178,246.73962918499825
23512.09,"Rioja, La",2011,91.63215384615384,256.59213510877106
23641.44,"Rioja, La",2010,89.34158974358975,264.61852836792923
23240.0,"Rioja, La",2009,87.915891025641,264.34356438726155
22549.68,"Rioja, La",2008,87.55081410256412,257.56105447041847
